# --------------------------------------------------------------------------
# A basic set of bright stars -- taken from the xephem program.
# 
# Based on the 5th Revised edition of the Yale Bright Star Catalog, 1991, from
# ftp://adc.gsfc.nasa.gov/pub/adc/archives/catalogs/5/5050.
# 
# Only those entries with a Bayer and/or Flamsteed number are retained
# here.
# 
# Format: Constellation BayerN-Flamsteed, as available. Bayer is
#   truncated as requried to enforce a maximum total length of 13
#   imposed within xephem.
# 
# Common names were then overlayed by closest position match from
# hand-edited a list supplied by Robert Tidd (inp@violet.berkeley.edu)
# and Alan Paeth (awpaeth@watcgl.waterloo.edu)
#
# --------------------------------------------------------------------------
#
# Data file format:
# 
# name,right ascention (radians),declination (radians),magnitude,spectral type
#
# --------------------------------------------------------------------------
#
# Sorted in ascending order of magnitude, so we can use a hack to improve
# performace a bit. Please, keep it sorted.
#
# --------------------------------------------------------------------------
# 
# Brightest star follows
Gru Iota,6.066590,-0.781093,4.0,K1
Mon Gamma-5,1.635613,-0.099925,4.0,K1
Hya Iota-35,2.530102,-0.014961,4.0,K2
Cyg 32,5.303496,0.832774,4.0,K3
Pyx Gamma,2.314881,-0.458847,4.0,K3
Eri 43,1.152077,-0.593116,4.0,K4
Per Xi-46,1.042682,0.624673,4.0,O7
Aqr Tau2-71,5.975971,-0.216552,4.0,M0
Cet Upsilo-59,0.523621,-0.365162,4.0,M0
Vir Nu-3,3.079895,0.113960,4.0,M1
Lyr 13,4.953833,0.767004,4.0,M5
Cen Psi,3.754887,-0.630321,4.1,A0
Cap Theta-23,5.523734,-0.292643,4.1,A1
Cir Beta,4.003407,-0.998309,4.1,A3
Hyi Delta,0.618494,-1.175314,4.1,A3
Eri Tau3-11,0.795834,-0.390527,4.1,A4
Crt Gamma-15,2.988360,-0.284770,4.1,A5
Cet Delta-82,0.695877,0.005735,4.1,B2
Per Phi,0.452302,0.884683,4.1,B2
Lup Lambda,3.965577,-0.780516,4.1,B3
Lup Rho,3.830503,-0.847779,4.1,B5
Leo Sigma-77,2.972019,0.105234,4.1,B9
Cha Alpha,2.175233,-1.310398,4.1,F5
Vir Iota-99,3.735070,-0.104710,4.1,F6
Boo Theta-23,3.775133,0.904968,4.1,F7
And Upsilo-50,0.422355,0.722663,4.1,F8
Per Iota,0.824959,0.865916,4.1,G0
Crt Alpha-7,2.878812,-0.308943,4.1,K0
Ori Phi2-40,1.470025,0.162151,4.1,K0
And Zeta-34,0.206552,0.423543,4.1,K1
Peg 1,5.594158,0.345653,4.1,K1
Ori Omicro2-9,1.293165,0.235872,4.1,K2
Ara Epsilon1,4.448779,-0.922222,4.1,K4
CMa Theta-14,1.807245,-0.208766,4.1,K4
Boo Upsilon-5,3.619275,0.275723,4.1,K5
Gem Upsilo-69,1.989334,0.469421,4.1,M0
Ser Kappa-35,4.139659,0.316632,4.1,M0
Cep Mu,5.687621,1.025905,4.1,M2
Boo Lambda-19,3.736677,0.804393,4.2,A0
Dra Phi-43,4.802964,1.245079,4.2,A0
Hya Delta-4,2.258703,0.099547,4.2,A1
Alkes,5.015516,-0.629986,4.2,A2
Mon Delta-22,1.884367,0.008601,4.2,A2
Ori Mu-61,1.581196,0.168381,4.2,A2
Oph 44,4.565650,-0.415820,4.2,A3
Cnc Alpha-65,2.349591,0.206957,4.2,A5
Tau 88,1.202772,0.177340,4.2,A5
Cep Theta-2,5.365062,1.099456,4.2,A7
Tau Kappa1-65,1.157888,0.389102,4.2,A7
Oct Beta,5.960539,-1.407055,4.2,A9
Ori Zeta-50,1.486846,-0.000999,4.2,B0
Cas Kappa-15,0.143990,1.098365,4.2,B1
Lup Theta,4.217552,-0.614317,4.2,B2
Pav Lambda,4.940227,-1.078832,4.2,B2
Cyg Pi2-81,5.701962,0.860612,4.2,B3
Eri Kappa,0.641343,-0.808020,4.2,B5
Ori 32,1.443322,0.103813,4.2,B5
Per Psi-37,0.944616,0.841123,4.2,B5
CrB Theta-4,4.070675,0.547321,4.2,B6
Gem Nu-18,1.697173,0.352770,4.2,B6
Merope,0.987536,0.417977,4.2,B6
And Phi-42,0.303266,0.824527,4.2,B7
Cet Pi-89,0.716123,-0.211907,4.2,B7
CMa Gamma-23,1.848995,-0.250746,4.2,B8
PsA Epsilo-18,5.936985,-0.470478,4.2,B8
And Kappa-19,6.197701,0.773772,4.2,B9
Cyg Sigma-67,5.573782,0.687568,4.2,B9
Her Sigma-35,4.337594,0.740664,4.2,B9
Hyi Epsilon,0.696343,-1.182165,4.2,B9
Cep Epsilo-23,5.825182,0.995599,4.2,F0
Gem Rho-62,1.959619,0.554743,4.2,F0
Cru Eta,3.171620,-1.106301,4.2,F2
Per 16,0.744317,0.668786,4.2,F2
Cen 1,3.602738,-0.575193,4.2,F3
Eri Tau6-27,0.989813,-0.397067,4.2,F3
Cap Psi-16,5.437115,-0.431605,4.2,F4
Dor Gamma,1.117127,-0.881624,4.2,F4
Peg Kappa-10,5.692588,0.447590,4.2,F5
Her 110,4.911626,0.358602,4.2,F6
Pav Gamma,5.613168,-1.128074,4.2,F6
Peg Xi-46,5.963325,0.212455,4.2,F6
Psc Iota-17,6.195701,0.098199,4.2,F7
Pup 11,2.080687,-0.368614,4.2,F7
Per Theta-13,0.716458,0.859197,4.2,F8
Tuc Zeta,0.087579,-1.101744,4.2,F9
Per Mu-51,1.112204,0.844904,4.2,G0
Cap Alpha1-5,5.312993,-0.200567,4.2,G3
Sct Beta,4.918229,-0.056762,4.2,G4
UMi Epsilo-22,4.389365,1.431820,4.2,G5
Gem 1,1.588773,0.406022,4.2,G7
Hya Upsil1-39,2.580811,-0.229569,4.2,G7
Aqr Theta-43,5.833036,-0.108501,4.2,G8
Gru Zeta,6.025226,-0.894409,4.2,G8
Lib Theta-46,4.161847,-0.266521,4.2,G8
Ori 29,1.413484,-0.108070,4.2,G8
PsA Delta-23,6.003707,-0.549085,4.2,G8
Tel Zeta,4.838191,-0.853975,4.2,G8
Vir Omicron-9,3.164318,0.152421,4.2,G8
Cyg 52,5.435224,0.536160,4.2,G9
LMi Beta-31,2.739658,0.640662,4.2,G9
Aps Beta,4.376748,-1.334871,4.2,K0
Aqr Psi1-91,6.090726,-0.155548,4.2,K0
CrA Beta,5.017945,-0.674730,4.2,K0
Eri Iota,0.701041,-0.665746,4.2,K0
Sgr Iota,5.215313,-0.700430,4.2,K0
Tau 5,0.920108,0.225787,4.2,K0
TrA Epsilon,4.087212,-1.146386,4.2,K1
CrB Epsilo-13,4.178267,0.469106,4.2,K2
Vir Kappa-98,3.721464,-0.169758,4.2,K2
Lac 1,5.829269,0.658842,4.2,K3
Ant Alpha,2.736465,-0.539869,4.2,K4
Lyn 31,2.194032,0.753774,4.2,K4
Per 58,1.207288,0.720205,4.2,K4
UMi 5,3.785292,1.321146,4.2,K4
Cap Omega-18,5.462102,-0.437743,4.2,M0
Cha Gamma,2.772754,-1.350749,4.2,M0
Aqr Phi-90,6.083883,-0.103866,4.2,M1
Cen 2,3.619137,-0.585543,4.2,M4
Gru Delta2,5.889432,-0.737411,4.2,M4
Mus Epsilon,3.218249,-1.152601,4.2,M5
Cyg Chi,5.194820,0.574461,4.2,S6
Kaitain,0.532529,0.048234,4.3,A0
Per Lambda-47,1.075923,0.878798,4.3,A0
PsA Beta-17,5.897053,-0.552465,4.3,A0
PsA Iota-9,5.693904,-0.575508,4.3,A0
Eri Theta2,0.777857,-0.692818,4.3,A1
Cep Nu-10,5.696093,1.066760,4.3,A2
Ser Nu-53,4.541470,-0.194658,4.3,A2
Ser Omicro-56,4.631297,-0.194163,4.3,A2
Tau Delta3-68,1.158419,0.312904,4.3,A2
Cep Xi-17,5.776124,1.127968,4.3,A3
Cyg 33,5.294449,0.987294,4.3,A3
UMi Zeta-16,4.119232,1.357769,4.3,A3
Vir Tau-93,3.672376,0.026956,4.3,A3
Tau 90,1.213695,0.218355,4.3,A6
Cas Theta-33,0.310247,0.962544,4.3,A7
Dor Delta,1.504357,-1.121626,4.3,A7
Pav Pi,4.749826,-1.087893,4.3,A7
Tau Upsilo-69,1.161989,0.398173,4.3,A8
Cru Theta1,3.154792,-1.094098,4.3,Am
CMa Xi1-4,1.709790,-0.394124,4.3,B0
Lep Lambda-6,1.394409,-0.223809,4.3,B0
Cen Xi2,3.433543,-0.839397,4.3,B1
Vel Gamma1,2.135796,-0.814269,4.3,B1
Eri Lambda-69,1.348907,-0.126464,4.3,B2
Hya Eta-7,2.283000,0.059317,4.3,B3
Tau Mu-49,1.114982,0.155199,4.3,B3
Tau Tau-94,1.231526,0.400674,4.3,B3
Cha Beta,3.221638,-1.373361,4.3,B5
Lup Omicron,3.890513,-0.740446,4.3,B5
Taygeta,0.982657,0.427034,4.3,B6
Vol Epsilon,2.128996,-1.176051,4.3,B6
Scl Alpha,0.255720,-0.499906,4.3,B7
And Iota-17,6.187789,0.755170,4.3,B8
Eri Tau5-19,0.932828,-0.355475,4.3,B8
Lup Mu,4.007858,-0.805033,4.3,B8
Aqr Iota-33,5.787672,-0.211713,4.3,B9
Cet Xi2-73,0.646463,0.147655,4.3,B9
Her Phi-11,4.227057,0.784264,4.3,B9
Hya Beta,3.110657,-0.560110,4.3,B9
Cet Mu-87,0.719694,0.176526,4.3,F0
Boo Mu1-51,4.033849,0.652356,4.3,F2
Crv Eta-8,3.281524,-0.275830,4.3,F2
Sgr Beta2,5.075505,-0.753987,4.3,F2
Lup Tau2,3.779423,-0.778776,4.3,F4
Gru Theta,6.051406,-0.741406,4.3,F5
Oph 45,4.569948,-0.491014,4.3,F5
Peg Pi2-29,5.803162,0.579071,4.3,F5
Cen Upsilon2,3.672711,-0.774863,4.3,F6
Com Beta-43,3.455199,0.486564,4.3,F9
Tau 10,0.946288,0.007010,4.3,F9
CVn Beta-8,3.288818,0.721825,4.3,G0
Mon Zeta-29,2.131891,-0.017734,4.3,G2
Sco Omega2-10,4.221101,-0.333906,4.3,G3
Lyn 15,1.820706,1.019665,4.3,G5
Peg 9,5.692006,0.302815,4.3,G5
Aql 71,5.403270,-0.015616,4.3,G7
Cap Iota-32,5.594857,-0.264689,4.3,G7
Aur Kappa-44,1.637897,0.514838,4.3,G8
Hya 12,2.296744,-0.217332,4.3,G8
Leo Upsilo-91,3.041011,0.014380,4.3,G8
Oph Phi-8,4.324657,-0.268558,4.3,G8
Psc Omicr-110,0.459865,0.159833,4.3,G8
Lup 2,4.004796,-0.521000,4.3,G9
Psc Epsilo-71,0.274642,0.137706,4.3,K0
Del Gamma2-12,5.439573,0.281420,4.3,K1
Gem Sigma-75,2.021579,0.504114,4.3,K1
Psc Theta-10,6.143421,0.111333,4.3,K1
Ari Delta-57,0.836144,0.344295,4.3,K2
Cha Theta,2.184461,-1.335448,4.3,K2
Lyr Kappa-1,4.799052,0.629443,4.3,K2
Oct Delta,3.782630,-1.436968,4.3,K2
Oph Sigma-49,4.566283,0.072261,4.3,K2
CMi Gamma-4,1.955481,0.155780,4.3,K3
Lup Omega,4.093030,-0.723134,4.3,K4
Leo Lambda-4,2.494599,0.400868,4.3,K5
Cam Alpha-9,1.283035,1.157900,4.3,O9
Aur Pi-35,1.570513,0.801751,4.3,M3
Eri 54,1.223658,-0.319890,4.3,M4
Lyr Delta2-12,4.950205,0.644007,4.3,M4
Hya Rho-13,2.305725,0.101888,4.4,A0
Phe Eta,0.189165,-0.986756,4.4,A0
Ori Pi2-2,1.268033,0.155339,4.4,A1
UMi Delta-23,4.591154,1.511218,4.4,A1
Vir Theta-51,3.446807,-0.077861,4.4,A1
Lyr Zeta1-6,4.907750,0.656331,4.4,A4
Her 111,4.917560,0.317325,4.4,A5
Ind Theta,5.584472,-0.917175,4.4,A5
Cen Chi,3.691575,-0.712448,4.4,B2
Col Gamma,1.560048,-0.605920,4.4,B2
Her 102,4.750604,0.363281,4.4,B2
Lyr Eta-20,5.034220,0.683229,4.4,B2
CMa Iota-20,1.815739,-0.295761,4.4,B3
Sgr Theta1,5.234839,-0.606041,4.4,B3
And Pi-29,0.160927,0.588515,4.4,B5
Aql Iota-41,5.134417,-0.012455,4.4,B5
Aqr Psi2-93,6.099504,-0.153894,4.4,B5
Oph Iota-25,4.424446,0.177418,4.4,B8
Cep Kappa-1,5.274770,1.356320,4.4,B9
Lep Kappa-4,1.366731,-0.193009,4.4,B9
Scl Beta,6.165252,-0.631489,4.4,B9
Tuc Beta1,0.137641,-1.065383,4.4,B9
Oph Xi-40,4.542234,-0.364551,4.4,F1
Eri Omega-61,1.277996,-0.079364,4.4,F4
Sge Alpha-5,5.149143,0.314402,4.4,G1
And Epsilo-30,0.168228,0.511585,4.4,G6
Cet Xi1-65,0.580322,0.154403,4.4,G6
Sge Beta-6,5.153296,0.305016,4.4,G8
Col Kappa,1.643017,-0.608412,4.4,K0
Lyr Theta-21,5.045609,0.665557,4.4,K0
Tau 37,1.067683,0.385403,4.4,K0
Com Gamma-15,3.259133,0.493375,4.4,K1
Leo 31,2.652486,0.174489,4.4,K3
Per Sigma-35,0.918807,0.837676,4.4,K3
Pav Xi,4.813734,-1.056031,4.4,K4
Aqr 99,6.135036,-0.337862,4.4,K5
Lac 5,5.888435,0.832643,4.4,M0
Tau 119,1.449554,0.324534,4.4,M2
CMa Xi2-5,1.723760,-0.367135,4.5,A0
Lib Iota1-24,3.980318,-0.317795,4.5,A0
Mon 13,1.714364,0.127986,4.5,A0
PsA Gamma-22,5.988777,-0.543224,4.5,A0
Sex Alpha-15,2.652631,0.006487,4.5,A0
Cam 7,1.297158,0.938153,4.5,A1
Leo 54,2.860653,0.431964,4.5,A1
Leo 60,2.889960,0.352203,4.5,A1
Ser Iota-21,4.108294,0.343311,4.5,A1
And Sigma-25,0.079972,0.642024,4.5,A2
Boo Zeta-30,3.844735,0.239605,4.5,A2
Crt Beta-11,2.930662,-0.369559,4.5,A2
Lyn 2,1.656419,1.029933,4.5,A2
Oph 68,4.720039,0.022781,4.5,A2
PsA Mu-14,5.796166,-0.541251,4.5,A2
Tuc Beta2,0.137706,-1.065247,4.5,A2
UMa 26,2.508147,0.908468,4.5,A2
Vir Lambd-100,3.748575,-0.220416,4.5,A2
Cas 48,0.532136,1.237560,4.5,A3
Cas Iota,0.650426,1.176396,4.5,A5
Mon Epsilon-8,1.674505,0.080159,4.5,A5
Del Delta-11,5.425611,0.263099,4.5,A7
Ind Eta,5.428141,-0.874041,4.5,A7
LMi 21,2.650413,0.615136,4.5,A7
Leo Phi-74,2.952494,-0.040986,4.5,A7
Oph Omega-9,4.329013,-0.358379,4.5,A7
Psc Lambda-18,6.204849,0.031067,4.5,A7
Boo Kappa2-17,3.724024,0.903911,4.5,A8
Ori Phi1-37,1.460928,0.165622,4.5,B0
Pup Omicron,2.042413,-0.419975,4.5,B0
Cha Delta2,2.817747,-1.386834,4.5,B2
Cyg Upsilo-66,5.575971,0.609067,4.5,B2
Lac 6,5.892617,0.752644,4.5,B2
Lup Sigma,3.807501,-0.864689,4.5,B2
Oph Chi-7,4.306702,-0.306194,4.5,B2
Ori Nu-67,1.603834,0.257756,4.5,B3
Ori Xi-70,1.622894,0.247992,4.5,B3
CMa Lambda,1.693704,-0.548382,4.5,B4
Lup Phi2,4.028031,-0.613333,4.5,B4
Nor Epsilon,4.307407,-0.810618,4.5,B4
And Nu-35,0.217352,0.716962,4.5,B5
Cas Omicro-22,0.195150,0.842723,4.5,B5
Cir Gamma,4.028998,-1.024145,4.5,B5
Cyg Lambda-54,5.442846,0.636885,4.5,B5
Pup 16,2.133781,-0.327337,4.5,B5
Psc Beta-4,6.038301,0.066672,4.5,B6
Lep Iota-3,1.362659,-0.176816,4.5,B8
Aqr Omeg2-105,6.207794,-0.234834,4.5,B9
Her Rho-75,4.553928,0.648317,4.5,B9
Tuc Delta,5.878851,-1.100144,4.5,B9
Tuc Epsilon,6.282822,-1.124390,4.5,B9
And 7,6.076146,0.862304,4.5,F0
Ind Delta,5.750504,-0.925155,4.5,F0
Lib 16,3.914701,-0.063768,4.5,F0
Tau 71,1.162157,0.272591,4.5,F0
UMa 15,2.394904,0.900672,4.5,F0
Boo Sigma-28,3.816511,0.519148,4.5,F2
Cae Alpha,1.224181,-0.700507,4.5,F2
Her Nu-94,4.705859,0.526905,4.5,F2
Aqr Zeta2-55,5.885403,0.000349,4.5,F3
Cyg Theta-13,5.133195,0.876524,4.5,F4
Equ Delta-7,5.560975,0.174654,4.5,F5
Pav Kappa,4.960880,-1.165293,4.5,F5
Boo Tau-4,3.609610,0.304676,4.5,F6
Eri Tau1-1,0.720399,-0.304167,4.5,F6
Sgr 3,4.658109,-0.456738,4.5,F7
Peg Upsilo-68,6.132127,0.408480,4.5,F8
Ori Chi1-54,1.546282,0.353885,4.5,G0
Ser Lambda-27,4.129638,0.128335,4.5,G0
UMa Xi-53,2.959133,0.550288,4.5,G0
Cas Rho-7,6.258678,1.003555,4.5,G2
Cep Pi-33,6.055849,1.315760,4.5,G2
Cap 36,5.623116,-0.352430,4.5,G5
Leo 93,3.089167,0.352886,4.5,G5
And Eta-38,0.249611,0.408712,4.5,G8
Aqr Nu-13,5.539653,-0.185499,4.5,G8
Aur Tau-29,1.523563,0.683839,4.5,G8
Lac Beta-3,5.862386,0.911571,4.5,G8
Aqr 86,6.050540,-0.388457,4.5,G9
Eri Upsil1-50,1.193413,-0.492765,4.5,K0
For Beta,0.737794,-0.551422,4.5,K0
Gem 30,1.762732,0.230868,4.5,K0
Mon 18,1.779625,0.042101,4.5,K0
Oph Psi-4,4.293961,-0.348411,4.5,K0
Ori Rho-17,1.366993,0.049936,4.5,K0
Psc Tau-83,0.312676,0.525165,4.5,K0
Tel Epsilon,4.761389,-0.768740,4.5,K0
Vir 110,3.939644,0.036502,4.5,K0
Ari 39,0.732638,0.510460,4.5,K1
CMa Nu3-8,1.736123,-0.310014,4.5,K1
CMi 6,1.962608,0.209556,4.5,K1
Eri Omicr2-40,1.113833,-0.110780,4.5,K1
Hya Sigma-5,2.263503,0.058318,4.5,K1
Pic Gamma,1.526414,-0.974475,4.5,K1
Scl Gamma,6.103518,-0.549221,4.5,K1
Aur 16,1.388315,0.582445,4.5,K2
Boo Psi-43,3.946386,0.470323,4.5,K2
Cyg 39,5.340104,0.561821,4.5,K2
Dra Tau-60,5.042038,1.280296,4.5,K2
Gem Tau-46,1.881203,0.527880,4.5,K2
Lac 11,5.936367,0.772769,4.5,K2
Leo Kappa-1,2.463772,0.456966,4.5,K2
Ori Pi6-10,1.302663,0.029918,4.5,K2
Ret Epsilon,1.119112,-1.024474,4.5,K2
Sgr 59,5.222665,-0.468272,4.5,K2
Ant Epsilon,2.483800,-0.594260,4.5,K3
Aql Mu-38,5.122934,0.128786,4.5,K3
Dra Rho-67,5.248285,1.184618,4.5,K3
Gru Lambda,5.786268,-0.671195,4.5,K3
Her Lambda-76,4.584711,0.455715,4.5,K3
Psc Nu-106,0.442579,0.095775,4.5,K3
Vul 23,5.304790,0.485449,4.5,K3
Hya 58,3.884616,-0.454479,4.5,K4
Psc Delta-63,0.212421,0.132383,4.5,K4
Per 17,0.748368,0.611908,4.5,K5
CMa Tau-30,1.914219,-0.402226,4.5,O9
Cap 24,5.528890,-0.436231,4.5,M0
Vul Alpha-6,5.099438,0.430485,4.5,M0
Peg 55,6.051951,0.164226,4.5,M1
Eri Pi-26,0.986729,-0.207665,4.5,M2
Aqr 3,5.444278,-0.086782,4.5,M3
Cet 7,0.063879,-0.297879,4.5,M3
Psc 30,0.008552,-0.104473,4.5,M3
Phe Psi,0.495877,-0.797572,4.5,M4
Ret Gamma,1.051110,-1.079321,4.5,M4
Ara Sigma-1,4.606186,-0.794028,4.6,A0
Scl Delta,6.234869,-0.486418,4.6,A0
Tau 136,1.541678,0.481924,4.6,A0
Dra Pi-58,5.064371,1.146938,4.6,A2
Hya Tau2-32,2.495741,-0.014224,4.6,A3
UMa Phi-30,2.583553,0.943603,4.6,A3
Peg Tau-62,6.111430,0.414346,4.6,A5
Sco Omicro-19,4.278835,-0.415922,4.6,A5
Ori 42,1.463400,-0.055181,4.6,B1
Lup Tau1,3.779234,-0.781534,4.6,B2
Ori Psi2-30,1.426094,0.054028,4.6,B2
Sco 13,4.242474,-0.455070,4.6,B2
Sco 2,4.160916,-0.430621,4.6,B2
Mon Beta-11,1.696533,-0.121601,4.6,B3
Ori Omega-47,1.479974,0.071932,4.6,B3
Cen 3,3.629529,-0.541149,4.6,B5
Lac 2,5.851333,0.812218,4.6,B6
Cet 2,0.016319,-0.290840,4.6,B9
Her Omega-24,4.299691,0.244928,4.6,B9
Hya Upsil2-40,2.640356,-0.225763,4.6,B9
Lac 4,5.866561,0.863526,4.6,B9
Sgr 52,5.134351,-0.403457,4.6,B9
Vul 13,5.207459,0.420270,4.6,B9
Dra Psi1-31,4.633580,1.259236,4.6,F5
Aqr Zeta1-55,5.885374,0.000354,4.6,F6
Hya Tau1-31,2.483378,-0.021487,4.6,F6
Her 113,4.951274,0.395230,4.6,G4
UMa 24,2.506649,1.218768,4.6,G4
Peg 70,6.148599,0.222714,4.6,G7
Vul 31,5.463441,0.472931,4.6,G7
Boo Omicro-35,3.862595,0.296085,4.6,G8
Boo Xi-37,3.889415,0.333377,4.6,G8
LMi 10,2.505522,0.635256,4.6,G8
Phe Mu,0.180322,-0.801368,4.6,G8
Ant Iota,2.865474,-0.643367,4.6,K1
Cep 11,5.680705,1.244619,4.6,K1
CrA Delta,5.010615,-0.689463,4.6,K1
UMa Pi2-4,2.269859,1.122732,4.6,K1
Cae Gamma1,1.328225,-0.602429,4.6,K3
Pup 1,2.022575,-0.481517,4.6,K3
Cyg 63,5.526592,0.831620,4.6,K4
Pyx Kappa,2.391312,-0.421352,4.6,K4
Peg 2,5.628461,0.412576,4.6,M1
Ret Delta,1.041722,-1.057665,4.6,M2
Sgr 62,5.247587,-0.458852,4.6,M4
Ori 11,1.328930,0.268853,4.7,A0
Ori Pi1-7,1.286729,0.177165,4.7,A0
Cnc Gamma-43,2.283262,0.374698,4.7,A1
Lep Theta-18,1.597653,-0.228022,4.7,A1
Lyn 21,1.949155,0.858901,4.7,A1
And Theta-24,0.074576,0.675122,4.7,A2
Ari Epsilo-48,0.781958,0.372458,4.7,A2
Cam Gamma,1.005128,1.244982,4.7,A2
Her 69,4.527697,0.650862,4.7,A2
Per Pi-22,0.779995,0.692246,4.7,A2
Del Zeta-4,5.390049,0.256113,4.7,A3
Oph Upsilon-3,4.310098,-0.133140,4.7,A3
Sct Gamma,4.839791,-0.234470,4.7,A3
Vul 15,5.240795,0.484392,4.7,A4
CVn 24,3.553730,0.855493,4.7,A5
Ser Theta1-63,4.957695,0.073367,4.7,A5
Tau Sigma2-92,1.218567,0.277822,4.7,A5
Vir Pi-8,3.145403,0.115439,4.7,A5
Aqr Xi-23,5.662510,-0.107265,4.7,A7
Nor Iota1,4.204200,-0.981307,4.7,A7
Tau Iota-102,1.322501,0.376817,4.7,A7
Lac 9,5.922658,0.899635,4.7,A8
Tau Rho-86,1.194889,0.259084,4.7,A8
Ori Upsilo-36,1.448318,-0.116913,4.7,B0
Aqr Pi-52,5.869877,0.024042,4.7,B1
Cap Epsilo-39,5.659579,-0.323477,4.7,B2
Oph 66,4.713538,0.076247,4.7,B2
Ori Chi2-62,1.587901,0.351480,4.7,B2
Sgr Upsilo-46,5.068989,-0.245131,4.7,B2
Ari 35,0.713192,0.483582,4.7,B3
CMa 27,1.894788,-0.447633,4.7,B3
Cyg Pi1-80,5.681461,0.893429,4.7,B3
Per 34,0.913542,0.864093,4.7,B3
Sco 1,4.149426,-0.423218,4.7,B3
Cru Lambda,3.380063,-1.027184,4.7,B4
Cet Lambda-91,0.784155,0.155465,4.7,B6
Eri Tau8-33,1.019752,-0.408189,4.7,B6
Eri Tau9-36,1.046870,-0.418593,4.7,B6
Aqr Omicro-31,5.774051,-0.032196,4.7,B7
Pav Nu,4.849281,-1.077246,4.7,B7
Oph Mu-57,4.615720,-0.137551,4.7,B8
Crt Theta-21,3.039847,-0.143078,4.7,B9
For Nu,0.543190,-0.500963,4.7,B9
Hya Omicron,3.055257,-0.580414,4.7,B9
Equ Gamma-5,5.542911,0.176831,4.7,F0
Gem 38,1.809230,0.229996,4.7,F0
Aql Nu-32,5.089896,0.005910,4.7,F2
CMa Pi-19,1.813499,-0.346685,4.7,F2
Leo Chi-63,2.901683,0.128039,4.7,F2
Ser Zeta-57,4.714498,-0.040312,4.7,F2
Cet Chi-53,0.478155,-0.162553,4.7,F3
UMa Tau-14,2.403835,1.108522,4.7,F3
Sgr Gamma1,4.734300,-0.496023,4.7,F4
Oph 20,4.406229,-0.160866,4.7,F7
Her Chi-1,4.156829,0.740921,4.7,F8
Aqr 89,6.064641,-0.375988,4.7,G2
CrB Delta-10,4.143390,0.454978,4.7,G3
Sgr Omega-58,5.217836,-0.448559,4.7,G5
Mic Gamma,5.503423,-0.554006,4.7,G6
Tau Pi-73,1.163291,0.256801,4.7,G7
Cas Upsil2-28,0.247240,1.032905,4.7,G8
CrA Theta,4.858575,-0.727584,4.7,G8
Cyg Phi-12,5.146001,0.526275,4.7,G8
Hyi Eta2,0.501499,-1.158074,4.7,G8
Lup Psi1-3,4.100506,-0.586222,4.7,G8
Nor Eta,4.202818,-0.851202,4.7,G8
Oph 71,4.744270,0.152435,4.7,G8
Psc Chi-84,0.311774,0.367125,4.7,G8
Pyx Lambda,2.457445,-0.474138,4.7,G8
Dra Omicro-47,4.935798,1.036522,4.7,G9
Sct Zeta,4.815618,-0.123322,4.7,G9
And 3,6.039639,0.873576,4.7,K0
Cru Iota,3.340698,-1.030074,4.7,K0
Dra Sigma-61,5.115386,1.215816,4.7,K0
Her 93,4.712636,0.292357,4.7,K0
Psc 33,0.023278,-0.074918,4.7,K0
Psc Phi-85,0.321788,0.429065,4.7,K0
Psc Xi-111,0.495477,0.055632,4.7,K0
Lib 37,4.076122,-0.173408,4.7,K1
Per Omega-28,0.834660,0.691354,4.7,K1
Cyg 47,5.383919,0.615243,4.7,K2
Vir Chi-26,3.312839,-0.104797,4.7,K2
Aqr 66,5.949777,-0.299668,4.7,K4
Ind Epsilon,5.774247,-0.963664,4.7,K4
Mon 28,2.099726,-0.010603,4.7,K4
Mon 15,1.749598,0.172710,4.7,O7
Leo Pi-29,2.618925,0.140397,4.7,M2
UMa 83,3.581147,0.954375,4.7,M2
Vir 74,3.542866,-0.100255,4.7,M2
Dra 10,3.627805,1.129635,4.7,M3
Leo 72,2.946130,0.403093,4.7,M3
Peg Psi-84,6.273404,0.438800,4.7,M3
Aps Delta1,4.277569,-1.349212,4.7,M5
Aqr Sigma-57,5.893308,-0.162699,4.8,A0
Cen Xi1,3.418896,-0.846010,4.8,A0
Com 23,3.293662,0.394953,4.8,A0
Phe Lambda1,0.137081,-0.823732,4.8,A0
Vul 29,5.404070,0.370029,4.8,A0
Aqr 101,6.166583,-0.333106,4.8,A1
Ari Gamma2-5,0.495368,0.336737,4.8,A1
Mic Epsilon,5.576058,-0.555495,4.8,A1
Peg Omicro-43,5.941784,0.511512,4.8,A1
UMa 55,2.963271,0.666464,4.8,A1
UMa Omega-45,2.853519,0.753808,4.8,A1
Boo Zeta-30,3.844735,0.239605,4.8,A2
Her 52,4.403626,0.802561,4.8,A2
Hyi Zeta,0.722319,-1.158608,4.8,A2
Lyn 27,2.131294,0.898961,4.8,A2
Phe Iota,6.174437,-0.722305,4.8,A2
Sco Iota2,4.669570,-0.696551,4.8,A2
Aqr Mu-6,5.465731,-0.122464,4.8,A3
Psc Upsilo-90,0.346739,0.475849,4.8,A3
Ser Pi-44,4.198804,0.398013,4.8,A3
Ori 49,1.478665,-0.118455,4.8,A4
Vir Xi-2,3.077386,0.144135,4.8,A4
And 58,0.560636,0.660767,4.8,A5
Cap Eta-22,5.517008,-0.316690,4.8,A5
Cyg 30,5.294020,0.817090,4.8,A5
